dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
E01634B2-0816-F011-998A-7C1E520A55FA,2025-04-10 12:38:29.0000000,"Sky Quarry Enters LOI with Southwind RAS, LLC to Evaluate Strategic Recycling Collaboration","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""left"">WOODS CROSS, Utah, April  10, 2025  (GLOBE NEWSWIRE) -- Sky Quarry Inc. (NASDAQ:<a class=""ticker"" href=""https://www.benzinga.com/stock/SKYQ#NASDAQ"" rel=""nofollow"">SKYQ</a>) (&#34;Sky Quarry&#34; or &#34;the Company&#34;), an integrated energy solutions company committed to revolutionizing the waste asphalt shingle recycling industry, today announced that it has entered into a non-binding Letter of Intent (LOI) with <a href=""https://www.globenewswire.com/Tracker?data=HR2gvHfoeNe7jNixSCPOw5FgFNZxuwPWCeGvirUjsI6p1dIVP0t_V9W3_OUwyvuIID4gAxhLmMFaoNeCl_JPIZCVAfNQCZsFq6G-YrX2WmChHyHC1VGXKa2QFollvdzk"" rel=""nofollow"" target=""_blank"" rel=""nofollow"">Southwind RAS, LLC,</a> a long-standing leader in the industry, to explore a strategic collaboration aimed at advancing asphalt shingle recycling in Illinois. The initiative will support Sky Quarry&#039;s national expansion strategy and ",https://www.benzinga.com/pressreleases/25/04/g44732746/sky-quarry-enters-loi-with-southwind-ras-llc-to-evaluate-strategic-recycling-collaboration,"Southwind RAS, LLC",Not applicable,Not applicable,Regional,Corporate News,2025-04-10 12:30:00.0000000,50.40000000000000000,0,0
5532782D-8E15-F011-998A-7C1E52469F7D,2025-04-09 22:01:25.0000000,Germany's Aurubis to ramp up new US copper recycling facility,"Aurubis will be ramping up its copper recycling smelter in the U.S. this year, the German company's CEO Toralf Haag told Reuters on Wednesday, adding Aurubis sees more potential for investment in",https://www.msn.com/en-gb/money/general/germany-s-aurubis-to-ramp-up-new-us-copper-recycling-facility/ar-AA1CCK3J,U.S.,Germany,UK,International,Corporate News,2025-04-09 21:40:00.0000000,606.24000000000000000,0,0
56828B10-7F15-F011-998A-7C1E52469F7D,2025-04-09 20:13:16.0000000,"Casella Waste Systems, Inc. to Host Conference Call on Its First Quarter 2025 Results and to Present at an Upcoming Investor Event","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p>RUTLAND, Vt., April  09, 2025  (GLOBE NEWSWIRE) -- Casella Waste Systems, Inc. (NASDAQ:<a class=""ticker"" href=""https://www.benzinga.com/stock/CWST#NASDAQ"" rel=""nofollow"">CWST</a>), a regional solid waste, recycling, and resource management services company, will release its financial results for the three months ended March 31, 2025, after the market closes on Thursday, May 1, 2025.</p>
<p>The company will host a conference call to discuss ...</p><p><a href=https://www.benzinga.com/pressreleases/25/04/g44722854/casella-waste-systems-inc-to-host-conference-call-on-its-first-quarter-2025-results-and-to-present alt=Casella Waste Systems, Inc. to Host Conference Call on Its First Quarter 2025 Results and to Present at an Upcoming Investor Event>Full story available on Benzinga.com</a></p>",https://www.benzinga.com/pressreleases/25/04/g44722854/casella-waste-systems-inc-to-host-conference-call-on-its-first-quarter-2025-results-and-to-present,"Host Conference Call ","United States ","Not applicable ",Local,Corporate News,2025-04-09 20:05:00.0000000,176.64000000000000000,0,0
F741B3B5-A015-F011-998A-7C1E527DC3AB,2025-04-10 00:14:07.0000000,Sink or Swim: The fate of sinking tectonic plates depends on their ancient tectonic histories,"New findings provide a greater understanding of plate subduction, or how tectonic plates slide beneath one another. This recycling of surface materials and volatile elements deep into the Earth's interior, can impact long-term climate stability, atmospheric balance, and the habitability of our planet over billions of years.",https://www.sciencedaily.com/releases/2025/04/250409154835.htm,Earth's interior,N/A,N/A,Global,Geology News,2025-04-09 15:48:35.0000000,37.80000000000000000,0,0
CF0D5ED8-5B15-F011-998A-7C1E520A55FA,2025-04-09 16:01:07.0000000,Dramatic moment battery fire explodes scattering burning debris - as blaze hits recycling plant for SECOND time,This is the dramatic moment residents saw a gigantic plume of smoke rise from a major blaze at a battery recycling centre.,https://www.dailymail.co.uk/news/article-14588475/Dramatic-moment-battery-fire-explodes-scattering-burning-debris-blaze-hits-recycling-plant-SECOND-time.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Recycling plant,Not specified,Not specified,Local,Hazardous Industrial Accident,2025-04-09 15:44:25.0000000,54.00000000000000000,0,0
B26A4D86-3C15-F011-998A-7C1E520A55FA,2025-04-09 12:16:56.0000000,Adani's Vizhinjam Port Welcomes World's Largest Eco-Friendly Container Ship,Vizhinjam International Seaport today welcomed the world's largest eco-friendly container ship MSC Turkiye.,https://www.ndtv.com/india-news/adanis-vizhinjam-port-welcomes-worlds-largest-eco-friendly-container-ship-8124687,Vizhinjam International Seaport,India,Turkey,International,Transportation Industry News,2025-04-09 11:14:38.0000000,NULL,0,0
2B94F368-3115-F011-998A-7C1E527DC3AB,2025-04-09 10:57:24.0000000,"UK homeowners ready to pay premium for eco-friendly homes ",Research from Smart Energy GB found that 69% of people want to ensure their next home is properly set up with key eco-friendly elements - such as electric vehicle (EV) charging points and solar panels,https://www.dailystar.co.uk/news/uk-news/uk-homeowners-ready-pay-premium-35022106,UK,UK,Not applicable,Local,Real Estate News,2025-04-09 10:31:23.0000000,52.00000000000000000,0,0
80F52E25-C51F-F011-998A-7C1E52469F7D,2025-04-22 22:00:06.0000000,"How Plastic, Glass and Paper Move through the Recycling System","Much of the U.S. uses single-stream recycling, where plastic, glass and paper go into one bin. Here&rsquo;s what happens to that material and ways engineering is trying to improve the process",https://www.scientificamerican.com/article/how-plastic-glass-and-paper-move-through-the-recycling-system/,Recycling System,Not applicable,Not applicable,Local,Environmental News,2025-04-22 19:05:00.0000000,23.40000000000000000,0,0
AA8C688A-8114-F011-998A-7C1E52469F7D,2025-04-08 13:58:27.0000000,"Eco-retreat owners go on the run from tax authorities, leaving behind 158 barrels of human waste and abandoning animals to die",A Danish chef couple who set up up an eco-friendly retreat in Sweden left behind 158 barrels of human waste and abandoned their animals to die after fleeing the country's tax authorities. ,https://www.dailymail.co.uk/news/article-14583511/Eco-retreat-owners-run-tax-authorities-leaving-158-barrels-human-waste-abandoning-animals-die.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Eco-retreat,Unknown,Unknown,Local,Environmental News,2025-04-08 13:53:19.0000000,23.40000000000000000,0,0
33E87E72-4B20-F011-998A-7C1E520A55FA,2025-04-23 14:01:33.0000000,Cyclic Materials to build $20 million recycling plant in Arizona,BMW-backed rare earths and metals recycler Cyclic Materials said on Wednesday it will build its first commercial plant in Arizona as part of a push to boost U.S. critical minerals supply. The Toronto,https://www.msn.com/en-ca/money/topstories/cyclic-materials-to-build-20-million-recycling-plant-in-arizona/ar-AA1DspFZ,Arizona,United States,Canada,Nation,Rare Earth Elements Industry News,2025-04-23 11:35:00.0000000,565.74000000000000000,0,0
4A9774DF-5800-F011-BAE2-7C1E527DC3AB,2025-03-13 22:16:58.0000000,Radius Recycling to be bought by Toyota Tsusho America for $30/share,NULL,https://seekingalpha.com/news/4420555-radius-recycling-to-be-bought-by-toyota-tsusho-america-for-30-share?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Radius Recycling,Not specified,Not specified,Global,Major Corporate Acquisition,2025-03-13 21:47:34.0000000,92.40000000000000000,0,0
5E0EBF56-8014-F011-998A-7C1E52469F7D,2025-04-08 13:49:53.0000000,Grasons Franchisees Lead the Way in Eco-Friendly Entrepreneurship Through Estate Sales and Business Liquidations,"<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">SCOTTSDALE, Ariz.</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">April 8, 2025</span></span> /PRNewswire/ -- As Earth Day approaches, <a xmlns=""http://www.w3.org/1999/xhtml"" href=""https://c212.net/c/link/?t=0&amp;l=en&amp;o=4384908-1&amp;h=533742269&amp;u=http%3A%2F%2Fwww.grasons.com%2F&amp;a=Grasons"" target=""_blank"" rel=""nofollow"" rel=""nofollow"">Grasons</a>, the nation&#39;s leading estate sale and business liquidation franchise, is spotlighting the role its franchisees play in promoting environmental sustainability. Through its estate sales and business liquidation services, Grasons helps reduce waste by extending the lifecycle of furniture, home décor, office equipment, and other valuable goods—making it a business model ",https://www.benzinga.com/pressreleases/25/04/n44684958/grasons-franchisees-lead-the-way-in-eco-friendly-entrepreneurship-through-estate-sales-and-busines,Grasons Franchisees,United States,Not applicable,Local,Corporate News,2025-04-08 13:30:00.0000000,176.64000000000000000,0,0
D271DDD8-7F14-F011-998A-7C1E520A55FA,2025-04-08 13:46:20.0000000,India To Launch Incentives For Recycling Critical Minerals This Year: Report,"It has set aside 15 billion rupees for the recycling of these minerals, as part of 163 billion rupee outlay to develop the critical minerals sector.",https://www.ndtv.com/india-news/india-to-launch-incentives-for-recycling-critical-minerals-this-year-report-8116769,India,India,Not applicable,Nation,Energy and Resource News,2025-04-08 11:53:06.0000000,250.56000000000000000,0,0
CAD7C10F-E013-F011-998A-7C1E520A55FA,2025-04-07 18:42:38.0000000,Couple who ran Swedish eco-retreat fled leaving behind barrels of human waste,"<p>Flemming Hansen and Mette Helbæk, now in Guatemala, had racked up large tax debt at Stedsans forest retreat</p><p>A Danish chef couple who attracted international acclaim with a “forest resort” in Sweden have been tracked down to Guatemala after apparently going on the run from tax authorities, leaving behind 158 barrels of human waste.</p><p>Flemming Hansen and Mette Helbæk founded their purportedly eco-friendly retreat, Stedsans, in Halland, southern Sweden, after claiming to have “felt the call of the wild” in Copenhagen, where they ran a popular rooftop restaurant.</p> <a href=""https://www.theguardian.com/world/2025/apr/07/couple-who-ran-swedish-eco-retreat-fled-leaving-behind-barrels-of-human-waste"">Continue reading...</a>",https://www.theguardian.com/world/2025/apr/07/couple-who-ran-swedish-eco-retreat-fled-leaving-behind-barrels-of-human-waste,Stedsans forest retreat,Sweden,Guatemala,International,Corporate Corruption,2025-04-07 18:10:53.0000000,467.28000000000000000,0,0
B982F1AC-C313-F011-998A-7C1E527DC3AB,2025-04-07 15:19:23.0000000,Unveiling of the Enhanced Transformation Project for the Iconic Shopping Centre - COMMERCIAL ACTIVITIES AT PLACE VERSAILLES WILL NOT BE COMPROMISED BY ITS REDEVELOPMENT INTO A LIVABLE AND ECO-FRIENDLY NEIGHBOURHOOD,"<p xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml""><i xmlns=""http://www.w3.org/1999/xhtml"">To download the renderings, </i></b><a xmlns=""http://www.w3.org/1999/xhtml"" href=""https://c212.net/c/link/?t=0&amp;l=en&amp;o=4399580-1&amp;h=3676526204&amp;u=https%3A%2F%2Fwe.tl%2Ft-IJVplx9Vqq&amp;a=click+here."" target=""_blank"" rel=""nofollow"" rel=""nofollow""><b xmlns=""http://www.w3.org/1999/xhtml""><i xmlns=""http://www.w3.org/1999/xhtml"">click here.</i></b></a> </p>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">MONTREAL</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">April 7, 2025</span></span> /CNW/ - The transformation of Place Versailles, with its first phase potentially starting in 2026, will proceed without disrupting the current commercial activiti",https://www.benzinga.com/pressreleases/25/04/n44668413/unveiling-of-the-enhanced-transformation-project-for-the-iconic-shopping-centre-commercial-activit,Place Versailles,Canada,N/A,Local,Major Cultural Disruption,2025-04-07 15:00:00.0000000,278.64000000000000000,0,0
BC6BC209-B613-F011-998A-7C1E520A55FA,2025-04-07 13:41:45.0000000,Europe at the Forefront: Leading the Growth of Textured Vegetable Protein Market,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""justify"">Delray Beach, FL, April  07, 2025  (GLOBE NEWSWIRE) -- According to MarketsandMarkets, the <a href=""https://www.globenewswire.com/Tracker?data=3OGyBWDCGql_zO9gi1YKQxxjpEUtW3O07aeRue51nilP4bVfEhU9U2YxnFwwlI-yOKbpyq85z2yQ6o8CPi_OC8wC_HFq0N3muaVsbz5Yr_3HFx3bbJkWG6GpasTCo8pyWn1pflyYb3sRuLbWWfW3Gw0tQryeMNiGNVgoLZFVAaJ3MChOehwLjgxL2yW4jKGPKi_pnEpW5Uw8A3rs0IWM7gd6paq56kIAw7aut1loxIXbJBRJIWeoGFdzYFvHDwoxax0cLaxiBR7kTx-3QwDnxF4miEI0-0IeIJ0ABtbgAxzE1PZaW18QAe9Eze7zT9Nku9rB7larOi6OfaZ_ufb9Vw=="" rel=""nofollow"" target=""_blank"" rel=""nofollow""><b>global textured vegetable protein market</b></a> is projected to grow from USD 1.7 billion in 2024 to USD 2.3 billion by 2029, at a compound annual growth rate (CAGR) of 6.8%. This growth is primarily driven by increasing consumer awareness of plant-based diets, rising concerns regarding health, sustainability, and ethics, as well as the gro",https://www.benzinga.com/pressreleases/25/04/g44666424/europe-at-the-forefront-leading-the-growth-of-textured-vegetable-protein-market,Europe,Not applicable,Not applicable,Global,Food and Beverage Industry,2025-04-07 13:30:00.0000000,48.30000000000000000,0,0
599BE8EB-8F11-F011-9989-7C1E520A55FA,2025-04-04 20:03:52.0000000,Quest Resource Holding Corporation Finalizes Sale of Non-Core Portion of RWS Business,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""justify"">THE COLONY, Texas, April  04, 2025  (GLOBE NEWSWIRE) -- <strong>Quest Resource Holding Corporation </strong>(NASDAQ:<a class=""ticker"" href=""https://www.benzinga.com/stock/QRHC#NASDAQ"" rel=""nofollow"">QRHC</a>) (""Quest"" or the ""Company""), a national leader in environmental waste and recycling services, today announced the sale of its tenant-direct portion of the RWS commercial property management business.</p>
<p align=""justify"">""We have successfully completed the sale of a portion of RWS, which was a non-core line of business and a small part of our overall portfolio. The sale enables us to increase our focus on our core portfolio of clients in diverse industries, which offer the greatest source of growth and financial returns. Financially, this sale eliminates business that contributed to inconsistent financial performance without contributing profits, and it provides ",https://www.benzinga.com/pressreleases/25/04/g44652196/quest-resource-holding-corporation-finalizes-sale-of-non-core-portion-of-rws-business,Non-Core Portion of RWS Business,United States,Not applicable,Local,Major Corporate Acquisition,2025-04-04 20:00:00.0000000,161.92000000000000000,0,0
DA32FC66-6511-F011-9989-7C1E520A55FA,2025-04-04 14:59:29.0000000,"Radius Recycling Non-GAAP EPS of -$0.99 beats by $0.02, revenue of $643M beats by $7.06M",NULL,https://seekingalpha.com/news/4428791-radius-recycling-non-gaap-eps-of-0_99-beats-by-0_02-revenue-of-643m-beats-by-7_06m?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Radius Recycling,Not specified,Not specified,Local,Corporate News,2025-04-04 14:29:50.0000000,28.80000000000000000,0,0
6988D627-0611-F011-9989-7C1E520A55FA,2025-04-04 03:37:46.0000000,Not that Norfolk! Mislabelled shipments led to Trump tariffs on uninhabited islands and remote outposts with no US trade,"<p><strong>Exclusive</strong>: Aquarium systems, Timberland boots and recycling plant parts were mislabelled as coming from remote Norfolk Island or Heard and McDonald islands</p><ul><li><a href=""https://www.theguardian.com/us-news/2025/apr/04/trump-tariffs-stock-market-news-updates-today"">Tariffs send US markets tumbling to worst day since Covid crash</a></li></ul><p>Trade tariffs imposed on tiny Australian territories that are either uninhabited or claim to have no trading relationship with the US appear to have been calculated based on erroneous trade data.</p><p>The data relates, at least in part, to shipments mislabelled as coming from remote Norfolk Island, or Heard Island and McDonald Islands, instead of their correct countries of origin, the Guardian can reveal.<br><br>
 Among the erroneously-labelled shipments over the past five years from the island territories are shipments of aquarium systems, Timberland boots, wine and parts for a recycling plant.</p> <a href=""https://www",https://www.theguardian.com/australia-news/2025/apr/04/revealed-how-trump-tariffs-slugged-norfolk-island-and-uninhabited-heard-and-mcdonald-islands,Norfolk Island and Heard and McDonald Islands,United States,Australia,International,International Trade Deal,2025-04-04 02:59:06.0000000,831.42000000000000000,0,0
9E351234-F810-F011-9989-7C1E527DC3AB,2025-04-04 01:57:49.0000000,4/3: The Daily Report,"Lindsey Reiser reports on the fallout from the Trump administration's sweeping tariffs, a court hearing in Washington, D.C., over the White House's deportation flights, and how water recycling can help relieve pressure on the Colorado River.",https://www.cbsnews.com/video/040325-the-daily-report/,Daily Report,N/A,N/A,Local,Corporate News,2025-04-04 01:42:30.0000000,28.80000000000000000,0,0
17F46FE6-0D10-F011-9989-7C1E52469F7D,2025-04-02 22:00:44.0000000,Police still probing recycling plant three days after bones find,Police still probing recycling plant three days after bones find - Forensic tents can be seen inside the Biffa recycling site in Hartlepool where human remains were found on Sunday.,https://www.msn.com/en-gb/news/uknews/police-still-probing-recycling-plant-three-days-after-bones-find/ar-AA1CacgG,"Hartlepool, UK",UK,N/A,Local,Police Investigation,2025-04-02 20:29:00.0000000,NULL,0,0
0CF62CA7-25FC-EF11-BAE2-7C1E527DC3AB,2025-03-08 14:00:17.0000000,New council company to manage recycling services,"Waste and recycling services across east Devon will be managed by a new company under the district council from 2026. East Devon District Council (EDDC) said the decision to ensure ""long term cost effectiveness"" comes as its contract with Suez was set to end in June 2026.",https://au.news.yahoo.com/council-company-manage-recycling-services-125307014.html,East Devon,Australia,Not applicable,Local,Local Economic Event,2025-03-08 07:53:00.0000000,120.08000000000000000,0,0
F9083427-C00F-F011-9989-7C1E520A55FA,2025-04-02 12:44:07.0000000,Human remains found at recycling plant as police launch investigation into 'extremely complex' discovery,"The discovery was made by workers on Sunday, March 30, and police were called to the Biffa Teesside recycling facility which has been closed off since.",https://www.dailymail.co.uk/news/article-14563209/Human-remains-recycling-plant-police-investigation.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Recycling plant,Not specified,Not specified,Local,Hazardous Industrial Accident,2025-04-02 12:15:49.0000000,54.00000000000000000,0,0
2A6D643A-BB0F-F011-9989-7C1E520A55FA,2025-04-02 12:08:48.0000000,Hyundai Mobis to Use Eco-friendly Aluminum for Main Auto Components,"<ul xmlns=""http://www.w3.org/1999/xhtml"" type=""disc"">
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">The company introduces low-carbon aluminum using solar energy, signing a 15,000 tons contract with EGA.</b></li>
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">Using low-carbon aluminum is expected to reduce carbon emissions to a quarter of the current level.</b></li>
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">It has proactively introduced eco-friendly raw materials in response to the full-scale enforcement of the European Carbon Border Adjustment Mechanism (CBAM) next year.</b></li>
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">It plans to secure low-carbon aluminum in the long term in response to the transition to eco-friendly mobility such as EVs.</b></li>
</ul>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" ",https://www.benzinga.com/pressreleases/25/04/n44604523/hyundai-mobis-to-use-eco-friendly-aluminum-for-main-auto-components,Hyundai Mobis,South Korea,N/A,International,Automobile Industry News,2025-04-02 12:00:00.0000000,NULL,0,0
ADA0F23A-150F-F011-9989-7C1E520A55FA,2025-04-01 16:20:36.0000000,Ten car manufacturers fined &#163;78m in collusion case,"Ten major car manufacturers and two trade bodies are to pay a total of almost &#163;78m for ""colluding to restrict competition"" over vehicle recycling, a UK regulator has announced.",https://news.sky.com/story/car-manufacturers-fined-16378m-in-collusion-case-13339902,UK,UK,Not applicable,Nation,Automobile Industry News,2025-04-01 15:39:00.0000000,NULL,0,0
02E56100-B026-F011-8C4E-7C1E520A55FA,2025-05-01 17:16:29.0000000,"Reduce clothing waste by buying less, but better | Letters","<p>Readers respond to an article on consumer frustrations with recycling used clothing</p><p>Re your article (<a href=""https://www.theguardian.com/environment/2025/apr/29/you-sold-it-now-recycle-it-the-protesters-mailing-worn-out-clothes-to-the-shops-they-bought-them-from"">‘You sold it – now recycle it’: the protesters mailing worn-out clothes to the shops they bought them from, 29 April</a>), a significant percentage of the used-clothing waste stream consists of plastic zips and buttons, nylon ribbons and mile upon mile of polyester sewing thread, which will still be plastic even when it breaks up into microfibre. This is all devastating to wildlife, on land or sea.</p><p>Incineration plants are used to dispose of much of this modern clothing trash, but they come with a bad track record. Furthermore, the petrochemical industry saw disinvestment from fossil fuel on the horizon decades ago, so its promoters headed towards every other business that could use it, resulting in a huge move",https://www.theguardian.com/environment/2025/may/01/reduce-clothing-waste-by-buying-less-but-better,Global,N/A,N/A,International,Environmental News,2025-05-01 17:00:48.0000000,70.20000000000000000,0,0
7E6E6CF8-160F-F011-9989-7C1E52469F7D,2025-04-01 16:32:59.0000000,Car manufacturers fined &#163;461m for collusion,"Major car manufacturers and two trade bodies are to pay a total of &#163;461m for ""colluding to restrict competition"" over vehicle recycling, UK and European regulators have announced.",https://news.sky.com/story/car-manufacturers-fined-16378m-in-collusion-case-13339902,UK and Europe,UK,Europe,International,Automobile Industry News,2025-04-01 15:39:00.0000000,NULL,0,0
F20DE1BE-020F-F011-9989-7C1E52469F7D,2025-04-01 14:08:13.0000000,New PCF Study Confirms Continuum Powders' Recycling Technology Cuts Carbon Footprint by 99.7%,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p>Houston, TX &amp; Corvallis, OR, April  01, 2025  (GLOBE NEWSWIRE) -- A new independent study conducted by researchers at Oregon State University has confirmed the dramatic environmental benefits of Continuum Powders&#039; advanced metal recycling technology. <a href=""https://www.globenewswire.com/Tracker?data=7J5zvFy707Q6r5kmq_YgR0VBMX7by7HprQe0HHhSyEtrc1NRjSS1zlPRfihvJuErZT21Fwr-t54NQ7XCwJpNZzKpl7zmulceCTd0yZfdaaqRmT7EsK1P03q0r_SDrc7zw2Kr2qGiat8J5ZUHxnDA-ewqnf3iTv1BD51K9U-3W_7HN9i2vUDskKDwCMJt61cvc0wfa0bnn7xv0SyaNEhJNHNqKd9sIwD3iPDAin79EWY2znUzKVNXPEENdlFr9WuvFnvrJbz_EL6tRMPUNwA3ww=="" rel=""nofollow"" target=""_blank"" rel=""nofollow"">The Life Cycle Assessment (LCA) of nickel powder production</a> found that by utilizing Continuum&#039;s Melt-to-Powder (M2P) technology, <b>carbon emissions were reduced by 99.7%</b> compared to conventional virgin nickel powder production. This breakthrou",https://www.benzinga.com/pressreleases/25/04/g44586260/new-pcf-study-confirms-continuum-powders-recycling-technology-cuts-carbon-footprint-by-99-7,New PCF Study,Not applicable,Not applicable,Global,Environmental News,2025-04-01 14:00:00.0000000,81.90000000000000000,0,0
421A2522-3329-F011-8C4E-7C1E52469F7D,2025-05-04 22:00:05.0000000,"Municipality, residents prepare for Round 2 of Dresden landfill fight",Local residents and Chatham-Kent council fought hard to have a full environmental review be required for a proposed massive landfill and recycling project on the edge of Dresden.,https://www.msn.com/en-ca/news/canada/municipality-residents-prepare-for-round-2-of-dresden-landfill-fight/ar-AA1E937X,"Dresden, Canada",Canada,N/A,Local,Environmental News,2025-05-04 15:02:00.0000000,126.36000000000000000,0,0
31C4ABC7-ED0E-F011-9989-7C1E527DC3AB,2025-04-01 11:38:08.0000000,"Sonoco Completes Sale of Thermoformed and Flexibles Packaging Business to TOPPAN Holdings, Inc.","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""start"">HARTSVILLE, S.C., April  01, 2025  (GLOBE NEWSWIRE) -- Sonoco Products Company (""Sonoco"" or the ""Company"") (NYSE:<a class=""ticker"" href=""https://www.benzinga.com/stock/SON#NYSE"" rel=""nofollow"">SON</a>), a core mid-cap growth and value equity which is a global leader in high-value sustainable packaging, today announced it has completed the sale of its Thermoformed and Flexibles Packaging business (""TFP"") to TOPPAN Holdings Inc. (""Toppan"") for a purchase price of approximately $1.8 billion on a cash-free and debt-free basis and subject to customary adjustments (the ""Transaction"").</p>
<p align=""start"">""Today marks a milestone in achieving our strategy to transform Sonoco into a simpler, stronger and more sustainable Company. We extend our best wishes for continued success to our approximately 4,500 former TFP teammates and their new Toppan team,"" said Howard Coker, preside",https://www.benzinga.com/pressreleases/25/04/g44581437/sonoco-completes-sale-of-thermoformed-and-flexibles-packaging-business-to-toppan-holdings-inc,"Sonoco Completes Sale of Thermoformed and Flexibles Packaging Business to TOPPAN Holdings, Inc.",United States,Japan,International,Major Corporate Acquisition,2025-04-01 11:00:00.0000000,604.56000000000000000,0,0
F5C78B26-D90E-F011-9989-7C1E52469F7D,2025-04-01 09:10:28.0000000,'Garbage for nation': Karnataka govt faces flak over waste collection fee,"Union Minister Pralhad Joshi criticizes the Karnataka government for imposing a garbage cess in Bengaluru. BJP leaders claim the Congress-led government is taxing everything due to financial mismanagement. Protests are planned against the price hikes in essentials like milk, electricity, and now waste management fees. The new garbage tax is set to burden residents and businesses from April 1.",https://timesofindia.indiatimes.com/city/bengaluru/union-minister-pralhad-joshi-slams-karnataka-govt-calls-it-garbage-for-nation-over-garbage-collection-fee/articleshow/119855980.cms,"Bengaluru, Karnataka",India,N/A,State,Local Protests,2025-04-01 08:42:41.0000000,287.10000000000000000,0,0
3930D84A-C20E-F011-9989-7C1E527DC3AB,2025-04-01 06:26:56.0000000,‘The ultimate circular economy’: how coral holobionts conjure magnificence from nothing,"<p>These creatures evolved over millenia to create nature’s finest circular economy, but are now struggling to survive</p><p></p><p>There’s no preparing for a first encounter with a thriving coral reef: your attention ricochets between dramas of colour, form and movement. A blaze of fire coral, darting clown fish, crimson sponge, electric blue ray … a turtle! Your heart soars, your head spins. Nowhere else will you encounter such density and diversity of life.</p><p>Corals are the architects of all this splendour. Their immobile forms suggest plants, but they’re animals – solar-powered ones. Each is a colony of thousands, sometimes millions, of tiny coral polyps, each resembling a slimmed-down sea anemone, just millimetres tall.</p><p><em>Between 24 March and 2 April, we will be profiling a <a href=""https://www.theguardian.com/environment/series/invertebrate-of-the-year-2025"">shortlist of 10 of the invertebrates</a> chosen by readers and selected by our wildlife writers from more than",https://www.theguardian.com/environment/2025/apr/01/the-ultimate-circular-economy-how-coral-holabiots-conjure-magnificence-from-nothing,Coral reef,N/A,N/A,Global,Environmental News,2025-04-01 06:00:10.0000000,81.90000000000000000,0,0
