dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
139A77EE-9726-F011-8C4D-7C1E527DC3AB,2025-05-01 14:24:11.0000000,"I was Virginia's closest confidante in her darkest, loneliest moments - this is why her death is such a shattering tragedy",Having finally found peace surrounded by nature the 41-year-old had locked in builders and the finer details to open a safe haven for domestic violence victims and rescue animals.,https://www.dailymail.co.uk/news/article-14666957/Virginia-Giuffre-death.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Virginia,United States,Not applicable,Local,Celebrity Death,2025-05-01 14:12:47.0000000,80.96000000000000000,0,0
428842B5-FC26-F011-8C4E-7C1E520A55FA,2025-05-02 02:25:30.0000000,Trump unveils new impression that makes Melania 'very upset' during Alabama commencement speech,Donald Trump bemoaned that he was 'in trouble with' First Lady Melania Trump after delighting the Alabama commencement with a story criticizing transgender inclusion in sports.,https://www.dailymail.co.uk/news/article-14670501/trump-impression-melania-alabama-commencement-speech.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Alabama,United States,Not applicable,Local,Celebrity and Entertainment News,2025-05-02 02:15:42.0000000,29.44000000000000000,0,0
45E9DB32-8527-F011-8C4E-7C1E520A55FA,2025-05-02 18:42:31.0000000,"Kilmar Abrego Garcia's wife once begged for protection from husband, new audio reveals","<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/120831921.cms"" />Kilmar Abrego Garcia's deportation to El Salvador is under scrutiny as audio from 2020 reveals his wife, Jennifer Vasquez Sura, sought protection, alleging domestic violence. Despite her current defense of Abrego Garcia, the audio details physical abuse incidents and police reports.",https://timesofindia.indiatimes.com/world/us/kilmar-abrego-garcias-wife-once-begged-for-protection-from-husband-new-audio-reveals/articleshow/120831921.cms,Kilmar Abrego Garcia's home,Unknown,Unknown,Local,Domestic Violence Event,2025-05-02 18:20:16.0000000,NULL,0,0
60628EED-E327-F011-8C4E-7C1E520A55FA,2025-05-03 06:00:37.0000000,Man charged after alleged domestic violence assault and pursuit - Sydney's west,"Man charged after alleged domestic violence assault and pursuit - Sydney's west. Saturday, 03 May 2025 02:09:27 PM. A man will face court after alleged domestic violence assault a",https://www.police.nsw.gov.au/news/news_article?sq_content_src=%2BdXJsPWh0dHBzJTNBJTJGJTJGZWJpenByZC5wb2xpY2UubnN3Lmdvdi5hdSUyRm1lZGlhJTJGMTE4MjQxLmh0bWwmYWxsPTE%3D,Sydney's west,Australia,Not applicable,Local,Domestic Violence Assault and Pursuit,2025-05-03 03:09:00.0000000,NULL,0,0
62ACB122-C229-F011-8C4E-7C1E52469F7D,2025-05-05 15:03:47.0000000,Infamous gang rapist Mohammed Skaf is back in court over domestic violence order,"The man who perpetrated vile gang rapes that shocked the nation has returned to court, four years after his release from prison.",https://www.dailymail.co.uk/news/article-14679639/Gang-rapist-Mohammed-Skaf-court-domestic-violence.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Court,Australia,N/A,Local,Domestic Violence Event,2025-05-05 14:44:05.0000000,NULL,0,0
539D11BE-CB2A-F011-8C4D-7C1E527DC3AB,2025-05-06 22:45:07.0000000,Upstate N.Y. school system’s support for trans athletes draws federal investigation.,The Saratoga Springs school board had pledged to safeguard students’ right to participate in activities consistent with their gender identity.,https://www.nytimes.com/live/2025/05/06/us/trump-administration-updates/upstate-ny-school-systems-support-for-trans-athletes-draws-federal-investigation,Upstate N.Y.,United States,Not applicable,Local,Civil Rights News,2025-05-06 22:33:56.0000000,103.04000000000000000,0,0
6A52BCD0-F82A-F011-8C4E-7C1E520A55FA,2025-05-07 04:07:43.0000000,Chilling twist as detectives probe shock theory over deadly house fire which killed young child after family of six fled for their life,An investigation into a violent house fire that led to one death and forced six others to flee will consider any history of domestic violence amongst the...,https://www.dailymail.co.uk/news/article-14685763/Tragic-fatal-fire-domestic-violence-links.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,House fire,Not specified,Not specified,Local,Local Crisis and Emergency,2025-05-07 03:58:48.0000000,20.40000000000000000,0,0
3D0F567F-A32B-F011-8C4C-7C1E527DC3AB,2025-05-08 00:29:36.0000000,"Equal Work, Equal Pay: Pennsylvania Takes Bold Step to End Wage Discrimination","HARRISBURG, PA — On Monday, May 5, the Pennsylvania House of Representatives passed House Bill 630, a measure designed to tackle wage discrimination based on gender, race, or ethnicity. Introduced ...",https://www.mychesco.com/a/news/government/equal-work-equal-pay-pennsylvania-takes-bold-step-to-end-wage-discrimination/,"Harrisburg, PA",United States,Not applicable,State,Civil Rights News,2025-05-07 12:00:00.0000000,128.80000000000000000,0,0
6A1CBE4D-482B-F011-8C4D-7C1E520A55FA,2025-05-07 13:36:49.0000000,Michael Pitt arrested for alleged sexual assault and attack on ex-girlfriend,"<p>Boardwalk Empire and Dawson’s Creek actor accused of multiple domestic violence charges</p><p><a href=""https://www.theguardian.com/tv-and-radio/boardwalk-empire"">Boardwalk Empire</a> actor Michael Pitt has been arrested on sexual assault and domestic violence charges.</p><p>According to the <a href=""https://nypost.com/2025/05/06/us-news/actor-michael-pitt-arrested-in-brooklyn-on-sex-charges-in-domestic-incident/"">New York Post</a> and <a href=""https://variety.com/2025/tv/news/michael-pitt-arrested-sexual-abuse-1236389609/"">Variety</a>, the 44-year-old has been accused of multiple assaults by an ex-girlfriend stemming from four incidents taking place between 2020 and 2021.</p> <a href=""https://www.theguardian.com/tv-and-radio/2025/may/07/michael-pitt-arrest-sexual-assault-domestic-violence"">Continue reading...</a>",https://www.theguardian.com/tv-and-radio/2025/may/07/michael-pitt-arrest-sexual-assault-domestic-violence,"Brooklyn, New York",United States,Not applicable,Local,Domestic Violence and Sexual Assault,2025-05-07 13:23:52.0000000,NULL,0,0
2BDD91E8-D12B-F011-8C4E-7C1E520A55FA,2025-05-08 06:01:41.0000000,Pay equity amendment puzzles,"The Equal Pay Amendment Bill was passed this week under urgency, but left some puzzles in its wake. Answers to the questions 'why' and 'why now' continue to be revealed.",https://www.rnz.co.nz/news/thehouse/560366/pay-equity-amendment-puzzles,Australia,Australia,Not applicable,Nation,Civil Rights News,2025-05-08 05:29:00.0000000,199.08000000000000000,0,0
3B9DF042-2B2C-F011-8C4D-7C1E527DC3AB,2025-05-08 16:41:24.0000000,Unlikely excuse of top cop who's been allowed to retire after beating woman and having seedy affair,"A police chief who was arrested for domestic violence has been allowed to retire despite an investigation revealing he allegedly beat a woman, had a seedy affair and destroyed evidence.",https://www.dailymail.co.uk/news/article-14692261/Unlikely-excuse-cop-whos-allowed-retire-beating-woman-having-seedy-affair.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Top cop's retirement location,Unknown,Unknown,Local,Police Brutality Event,2025-05-08 16:38:17.0000000,9.60000000000000000,0,0
00FFC83E-C42C-F011-8C4E-7C1E520A55FA,2025-05-09 10:56:29.0000000,"Melinda French Gates Calls $200 Billion Gates Foundation Endowment For Global Health 'Fantastic,' Pledges Personal Funds For Gender Equality: '...Ready To Set More Of An Agenda Here In The United States'","<p><strong>Melinda French Gates</strong> has endorsed the Gates Foundation&#8217;s decision to allocate its entire $200 billion endowment to global health by 2045.</p>
<p><strong>What Happened</strong>: French Gates, in her interview with Fortune, <a href=""https://fortune.com/2025/05/08/melinda-french-gates-interview-gates-foundation-impact-gavi/"">applauded </a>the move, calling it &#8220;fantastic&#8221;. She emphasized that the foundation&#8217;s resources were always meant to be returned to society. </p>
<p>French Gates highlighted&nbsp;that only 2% of philanthropy&nbsp;is directed towards organizations working on gender issues. She reiterated her commitment to bridging this gap by utilizing her resources. Last year, she pledged $1 billion&nbsp;to support organizations and individuals&nbsp;promoting gender equality and empowering women. This announcement comes at a time when U.S. investments in gender-focused initiatives in Africa are facing hurdles, partly due to President Trump&#",https://www.benzinga.com/25/05/45313302/melinda-french-gates-calls-200-billion-gates-foundation-endowment-fantastic-pledges-personal-funds-for-gender-equ,Global,United States,Not applicable,International,Philanthropy and Charity News,2025-05-09 10:38:35.0000000,NULL,0,0
7E0B0F32-0C2D-F011-8C4E-7C1E52469F7D,2025-05-09 19:31:32.0000000,"'Mutual violence' between Sean 'Diddy' Combs and ex-girlfriend, lawyer claims","A lawyer representing Sean ""Diddy"" Combs has told a court there was ""mutual"" domestic violence between him and his ex-girlfriend Casandra 'Cassie' Ventura.",https://news.sky.com/story/lawyer-for-sean-diddy-combs-claims-there-was-mutual-violence-between-him-and-ex-girlfriend-13364666,Court,United States,United States,Local,Domestic Violence Event,2025-05-09 17:53:00.0000000,NULL,0,0
1416376A-B01D-F011-9989-7C1E527DC3AB,2025-04-20 06:26:48.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,"Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?  ",https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
4D874C68-141E-F011-9989-7C1E527DC3AB,2025-04-20 18:22:30.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
7BB6C719-251E-F011-9989-7C1E527DC3AB,2025-04-20 20:21:55.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
7BC515AF-E31C-F011-998A-7C1E520A55FA,2025-04-19 06:01:07.0000000,"EEOC instructs staff to sideline all new transgender discrimination cases, employees say","The federal agency tasked with protecting workers’ civil rights is classifying all new gender identity-related discrimination cases as its lowest priority, essentially putting them on indefinite hold,",https://www.msn.com/en-us/politics/government/eeoc-instructs-staff-to-sideline-all-new-transgender-discrimination-cases-employees-say/ar-AA1DcvlB,EEOC,United States,Not applicable,Local,Civil Rights News,2025-04-18 21:35:00.0000000,103.04000000000000000,0,0
2E372031-D31E-F011-9989-7C1E527DC3AB,2025-04-21 17:08:08.0000000,"Ex-DGP murder case: Wife arrested, claims domestic violence was reason","The wife of former Karnataka DGP Om Prakash, Pallavi, has been arrested in connection with his murder, following a complaint filed by their son, Kartikesh. Kartikesh suspected his mother and sister's involvement, alleging previous threats from his mother. Pallavi reportedly confessed to the crime, citing domestic violence as the motive.",https://timesofindia.indiatimes.com/india/ex-dgp-om-prakash-murder-case-wife-arrested-claims-domestic-violence-was-reason/articleshow/120492349.cms,"Karnataka, India",India,Not applicable,Local,Civilian Murder Event,2025-04-21 16:16:34.0000000,27.84000000000000000,0,0
9FBC6D85-B01E-F011-998A-7C1E520A55FA,2025-04-21 12:59:56.0000000,JK Rowling's Harry Potter proteges remain silent after landmark trans ruling despite public spat with author over gender identity,JK Rowling has been celebrating the Supreme Court judgment that trans women are not legally women - but actors who have opposed her stance have so far stayed silent.,https://www.dailymail.co.uk/news/article-14631609/JK-Rowling-Harry-Potter-proteges-silent-trans-ruling.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,United Kingdom,United Kingdom,Not applicable,Nation,Celebrity and Entertainment News,2025-04-21 12:47:44.0000000,61.20000000000000000,0,0
EC349473-861E-F011-998A-7C1E520A55FA,2025-04-21 07:58:47.0000000," 60,000 Americans to lose rental assistance and risk eviction unless Congress acts","The U.S. Department of Housing and Urban Development says that rental assistance for some 60,000 Americans fleeing homelessness or domestic violence will run out of money by the end of next year",https://abcnews.go.com/Business/wireStory/60000-americans-lose-rental-assistance-risk-eviction-congress-121001575,United States,United States,N/A,National,Citizen Hardship Event,2025-04-21 06:46:36.0000000,331.20000000000000000,0,0
E4D0F078-6A1B-F011-9989-7C1E527DC3AB,2025-04-17 09:00:58.0000000,Why social media is praising JK Rowling after UK top court’s trans ruling,"<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/120374206.cms"" />The UK Supreme Court's ruling, defining ""woman"" in the Equality Act as biological female, has sparked widespread support for JK Rowling, a vocal gender-critical feminist. Rowling celebrated the decision, which rejected a broader definition including transgender women, igniting a debate about gender identity and sex-based rights.",https://timesofindia.indiatimes.com/world/uk/i-love-it-when-a-plan-comes-together-why-social-media-is-full-of-praise-for-jk-rowling-after-uk-supreme-courts-ruling-on-biological-women/articleshow/120374206.cms,UK,UK,Not applicable,Nation,Civil Rights News,2025-04-17 08:29:24.0000000,163.80000000000000000,0,0
49926D2E-F71D-F011-9989-7C1E527DC3AB,2025-04-20 14:53:20.0000000,Trump draft order calls for drastic restructure of state department,"<p>If enacted changes would be one of the biggest reorganizations of department since its founding in 1789</p><p>A draft Trump administration executive order circulating among US diplomats proposes a radical restructuring of the US state department, including drastic reductions to sub-Saharan operations, envoys and bureaus relating to climate, refugees, human rights, democracy and gender equality.</p><p>The changes, if enacted, would be one of the biggest reorganizations of the department since its founding in 1789,<a href=""https://www.bloomberg.com/news/articles/2025-04-20/trump-draft-looks-for-radical-reshaping-of-state-department?sref=fqqmZ8gi""> according to Bloomberg,</a> which had seen a copy of the 16-page draft, which <a href=""https://www.nytimes.com/2025/04/14/us/politics/trump-state-department-budget-cuts.html"">first reported on the draft</a>.</p> <a href=""https://www.theguardian.com/us-news/2025/apr/20/trump-administration-state-department"">Continue reading...</a>",https://www.theguardian.com/us-news/2025/apr/20/trump-administration-state-department,US,US,N/A,Nation,Diplomacy and Foreign Affairs,2025-04-20 14:44:51.0000000,327.06000000000000000,0,0
E0A03958-1E1B-F011-9989-7C1E527DC3AB,2025-04-16 23:56:00.0000000," Wife of Abrego Garcia said he hit, scratched her in 2021 court documents","The wife of wrongfully deported Kilmar Abrego Garcia had a temporary order of protection against him in 2021 in which she cited domestic violence, court documents show.",https://abcnews.go.com/US/wife-deported-maryland-man-abrego-garcia-hit-scratched/story?id=120882240,Court,Not applicable,Not applicable,Local,Domestic Violence Event,2025-04-16 23:54:33.0000000,NULL,0,0
09835A25-8F1D-F011-998A-7C1E520A55FA,2025-04-20 02:28:38.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,"Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?  ",https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
7C23A19B-C01D-F011-998A-7C1E520A55FA,2025-04-20 08:22:34.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
231F7224-CB1A-F011-998A-7C1E52469F7D,2025-04-16 14:00:25.0000000,Toowoomba fire murder charge: Alleged victim was DV crusader,A Queensland mother had volunteered for a domestic violence charity before she was allegedly murdered by her husband at a home in the Toowoomba region.,https://www.thechronicle.com.au/news/queensland/toowoomba-fire-murder-charge-alleged-victim-was-dv-crusader/news-story/90b94bc74edb4ee65cb639447f7a5984,Toowoomba region,Australia,N/A,Local,Civilian Murder Event,2025-04-16 12:27:00.0000000,25.28000000000000000,0,0
75124705-D11D-F011-998A-7C1E520A55FA,2025-04-20 10:20:03.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
1C0463A2-791A-F011-998A-7C1E52469F7D,2025-04-16 04:17:05.0000000,Witness details the horrific comments alleged DV attacker 'screamed after executive Claire Austin ran through a glass door to escape domestic violence attack then bled to death',"Marketing executive Claire Austin, 38, partially severed her arm by running through an internal glass door and was found bleeding profusely in her top-floor apartment in Randwick.",https://www.dailymail.co.uk/news/article-14616743/Claire-Austin-Randwick-domestic-violence-witness.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Domestic violence attack,Not specified,Not specified,Local,Domestic Violence Attack,2025-04-16 04:01:27.0000000,NULL,0,0
C2EA6CD7-681A-F011-9989-7C1E527DC3AB,2025-04-16 02:16:52.0000000,Disturbing twist in the death of marketing executive who died from her injuries after running through a glass door to escape alleged domestic violence attack,"Claire Austin, 38, partially severed her arm running through an internal glass door in Sydney's eastern suburbs on Saturday.",https://www.dailymail.co.uk/news/article-14616483/Twist-Claire-Austin-woman-dead-AVO-Randwick.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Unknown/Not specified,Unknown/Not specified,Unknown/Not specified,Local,Domestic Violence Attack,2025-04-16 01:58:29.0000000,NULL,0,0
52F181EF-011A-F011-9989-7C1E527DC3AB,2025-04-15 14:00:13.0000000,Editorial: Rural women’s lives are just as worthy,Despite a $13.7 million commitment to tracking serial domestic violence offenders the Justice Department can’t make the technology work in regional areas.,https://thewest.com.au/news/wa/tracking-devices-on-domestic-violence-offenders-dont-work-in-regional-wa--c-18384226,Regional,Australia,Not applicable,Local,Justice and Legal News,2025-04-15 12:39:00.0000000,47.40000000000000000,0,0
C281A881-D218-F011-998A-7C1E520A55FA,2025-04-14 01:48:11.0000000,Katy Perry flying to space! Meet all-female crew making history with Blue Origin,"Pop star Katy Perry is set to join an extraordinary all-female crew on Blue Origin’s New Shepard rocket, marking a significant milestone in space travel history. This mission, highlighting women's contributions in STEM, aims to inspire future generations and promote gender equality in space exploration.",https://www.livemint.com/news/world/katy-perry-flying-to-space-meet-all-female-crew-making-history-with-blue-origin-11744592594332.html,Space,United States,Not applicable,International,Aerospace Industry Event,2025-04-14 01:42:20.0000000,463.68000000000000000,0,0
335D65CA-2216-F011-998A-7C1E520A55FA,2025-04-10 15:45:20.0000000,Gender politics: will the 2025 election send more female MPs to Australia’s parliament?,"<p>Labor has made great strides towards gender equality among its MPs and senators, but the number of female Coalition members remains stubbornly low</p><ul><li><a href=""https://www.theguardian.com/australia-news/live/2025/apr/09/australia-election-2025-live-anthony-albanese-peter-dutton-labor-coalition-greens-adam-bandt-debate-gas-prices-cost-of-living-economy-tariffsntwnfb"">Election 2025 live updates: Australia federal election campaign</a></li><li><a href=""https://www.theguardian.com/australia-news/ng-interactive/2024/nov/02/labor-v-the-coalition-who-is-leading-in-the-polls?CMP=cvau_sfl"">Polls tracker</a>; <a href=""https://www.theguardian.com/australia-news/2025/mar/28/what-date-is-the-australian-federal-election-everything-you-need-to-know-about-voting-and-the-state-of-the-parties"">election guide</a>; <a href=""https://www.theguardian.com/australia-news/australian-election-2025?CMP=cvau_sfl"">full federal election coverage</a></li><li><a href=""https://www.theguardian.com/australia-n",https://www.theguardian.com/australia-news/2025/apr/11/australia-federal-election-2025-female-mp-gender-equality-parliament,Australia,Australia,N/A,Nation,Elections and Voting,2025-04-10 15:00:38.0000000,142.20000000000000000,0,0
0781B74F-1416-F011-998A-7C1E520A55FA,2025-04-10 14:01:41.0000000,Aboriginal peak body says NT's new DV approach 'risks taking backward step',"The Northern Territory government has carved up a domestic violence forum to ""focus on doing"" but Aboriginal medical services have warned it ""risks taking a step backward"".",https://www.abc.net.au/news/2025-04-10/nt-scraps-domestic-violence-forum-elevates-advisory-board/105161722,Northern Territory,Australia,Not applicable,Local,Civil Rights News,2025-04-10 10:30:00.0000000,88.48000000000000000,0,0
17E31ED1-D815-F011-998A-7C1E52469F7D,2025-04-10 06:55:43.0000000,News anchor misgenders civil rights lawyer at Bernie Sanders townhall; Grace Thomas corrects pronouns,"<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/120147141.cms"" />During a CNN townhall, Anderson Cooper used the ""wrong pronouns"" for civil rights attorney Grace Thomas. Thomas corrected Cooper. Though Sanders smiled seemingly in affirmation of Thomas as she corrected the anchor, social media users picked up on his expression and joked that he looked confused about the pronoun. Republicans, especially under Donald Trump’s administration, have taken a rigid stance on gender identity.",https://timesofindia.indiatimes.com/world/us/news-anchor-misgenders-civil-rights-lawyer-at-bernie-sanders-townhall-grace-thomas-corrects-pronouns/articleshow/120147141.cms,Bernie Sanders townhall,United States,Not applicable,Local,Civil Rights News,2025-04-10 06:16:45.0000000,103.04000000000000000,0,0
ADB29345-1015-F011-998A-7C1E52469F7D,2025-04-09 07:00:17.0000000,Major health update for Virginia Giuffre as Epstein victim dodges the media spotlight outside court - after she claimed she only had 'four days to live',Giuffre's US agent gave Daily Mail Australia an update on Giuffre's health on Wednesday after a domestic violence charge she is facing was mentioned in a Western Australian court.,https://www.dailymail.co.uk/news/article-14586569/Virginia-Giuffre-Jeffrey-Epstein-health-update.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Virginia,United States,N/A,Local,Sexual Assault,2025-04-09 06:42:37.0000000,36.80000000000000000,0,0
B18A4EDF-0715-F011-998A-7C1E527DC3AB,2025-04-09 06:00:05.0000000,"Dhananjay, Karuna's relation in 'nature of marriage', she's entitled to claim relief: Court","NCP leader Dhananjay Munde's relationship with a woman, claiming to be his first wife, is prima facie ""in the nature of marriage"" and she is entitled to claim relief under the Domestic Violence Act, a",https://www.msn.com/en-in/family-and-relationships/marriage/dhananjay-karuna-s-relation-in-nature-of-marriage-she-s-entitled-to-claim-relief-court/ar-AA1Czh77,India,India,Not applicable,Local,Civil Rights News,2025-04-09 04:04:00.0000000,97.44000000000000000,0,0
5909A64B-7D1D-F011-998A-7C1E52469F7D,2025-04-20 00:20:51.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,"Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?  ",https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
7F3AABDC-9E1D-F011-998A-7C1E52469F7D,2025-04-20 04:21:02.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,"Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?  ",https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
114B6A2C-BE14-F011-998A-7C1E520A55FA,2025-04-08 21:12:37.0000000,OFL sounds the alarm on Canada's gender pay gap this Equal Pay Day,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p>TORONTO, April  08, 2025  (GLOBE NEWSWIRE) -- On <strong>Thursday, April 10</strong>, the Ontario Federation of Labour (OFL), in collaboration with the Equal Pay Coalition, will hold a press conference marking Equal Pay Day with an urgent call to confront Canada&#039;s gender pay gap. Speakers ...</p><p><a href=https://www.benzinga.com/pressreleases/25/04/g44701889/ofl-sounds-the-alarm-on-canadas-gender-pay-gap-this-equal-pay-day alt=OFL sounds the alarm on Canada&#039;s gender pay gap this Equal Pay Day>Full story available on Benzinga.com</a></p>",https://www.benzinga.com/pressreleases/25/04/g44701889/ofl-sounds-the-alarm-on-canadas-gender-pay-gap-this-equal-pay-day,Canada,Canada,Not applicable,Nation,Gender Pay Gap Awareness Event,2025-04-08 21:08:00.0000000,NULL,0,0
F0E16EEE-E11D-F011-998A-7C1E52469F7D,2025-04-20 12:21:07.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
CF6BB6B7-C912-F011-998A-7C1E520A55FA,2025-04-06 09:30:11.0000000,"Assisted dying could become ‘tool’ to harm women in England and Wales, say faith leaders","<p>Christian, Muslim, Jewish and Sikh women say bill has ‘insufficient safeguards’ to protect those who are vulnerable</p><p>The legalisation of assisted dying in England and Wales could create “a new tool to harm vulnerable women”, particularly those subject to domestic violence and coercive control, say female faith leaders from different traditions.</p><p>More than 100 women from Christian, Muslim, Jewish and Sikh groups have warned in an open letter that the terminally ill adults bill has “insufficient safeguards to protect some of the most marginalised in society, particularly women subjected to gender-based violence and abuse by a partner”.</p><p><em>In the UK, call the <a href=""https://www.nationaldahelpline.org.uk/"">national domestic abuse helpline</a> on 0808 2000 247, or visit <a href=""http://womansaid.co.uk/"">Women’s Aid</a>. In Australia, the <a href=""https://www.1800respect.org.au/"">national family violence counselling service</a> is on 1800 737 732. In the US, the <a hre",https://www.theguardian.com/society/2025/apr/06/assisted-dying-could-become-tool-to-harm-women-in-england-and-wales-say-faith-leaders,England and Wales,England,Wales,Nation,Civil Rights News,2025-04-06 09:00:47.0000000,214.20000000000000000,0,0
FA9FA05D-AC12-F011-998A-7C1E527DC3AB,2025-04-06 06:00:05.0000000,Silk Mark Robins calls out Victorian Bar’s ‘bully-boy behaviour’,"He pointed to the Bar’s recent workplace survey that revealed “many positive trends, such as a welcome reduction in the gender pay gap, a notable increase in the representation of women at the Bar and a marked decline in incidents of discrimination and ­harassment,",https://www.theaustralian.com.au/business/legal-affairs/silk-mark-robins-calls-out-victorian-bars-bullyboy-behaviour/news-story/64ae899365b05edd565af205b3373c4f,Australia,Australia,Not applicable,Nation,Workplace Trends,2025-04-06 05:01:00.0000000,113.76000000000000000,0,0
49C4D0B1-351E-F011-998A-7C1E52469F7D,2025-04-20 22:20:47.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
78CCD894-891E-F011-998A-7C1E52469F7D,2025-04-21 08:21:18.0000000,Police algorithm said Lina was at 'medium' risk. Then she was killed,Spanish police use an algorithm to assess the risk of repeat domestic violence.  Does it work?,https://www.bbc.com/news/articles/clyw7g4zxwzo#2,Lina's death,Not specified,Not specified,Local,Civilian Murder Event,2025-04-19 22:58:31.0000000,4.80000000000000000,0,0
422505E4-261D-F011-9989-7C1E527DC3AB,2025-04-19 14:02:14.0000000,Store 'overwhelmed' by Easter egg donations,A Jersey department store said it had been overwhelmed by the response to its appeal for Easter eggs to give to families affected by domestic violence. De Gruchy said it chose to support local charity Freeda Jersey which supports women and children who have experienced domestic abuse.,https://au.lifestyle.yahoo.com/store-overwhelmed-easter-egg-donations-112935613.html,Jersey department store,Australia,N/A,Local,Local Crisis and Emergency,2025-04-19 11:29:00.0000000,107.44000000000000000,0,0
79855F7E-BA1C-F011-998A-7C1E52469F7D,2025-04-19 01:06:22.0000000,Hope Lok Sabha enforces 33% women's quota soon: Justice Nagarathna,"Justice B V Nagarathna voiced strong support for the early enactment of 33% reservation for women in Lok Sabha and state assemblies, expressing hope to witness its implementation. Speaking at a book release, she emphasized women's rightful participation in public roles, advocating for gender equality and urging a review of discriminatory laws.",https://timesofindia.indiatimes.com/india/hope-lok-sabha-enforces-33-womens-quota-soon-justice-nagarathna/articleshow/120420788.cms,India,India,Not applicable,Nation,Gender Equality Advocacy Event,2025-04-19 00:39:44.0000000,NULL,0,0
